case,hh_size,n_adult,n_child,age,disp_income_week,eq_scale,sex_code,emp_code,eth_code,mar_code,tenure_code,educ_code,region_code,lone_parent,sex_cat,emp_cat,eth_cat,mar_cat,tenure_cat,educ_cat,region_cat
4456,1.0,1.0,0.0,62.0,232.38,1.0,2.0,6.0,1.0,5.0,7.0,6.0,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,GCSE D-G,East Midlands
4457,4.0,3.0,1.0,39.0,933.7,2.3,1.0,1.0,1.0,1.0,7.0,1.0,11.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,Scotland
4458,1.0,1.0,0.0,70.0,150.002,1.0,1.0,6.0,1.0,7.0,1.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Separated,LA (furnished unfurnished),,North East
4459,2.0,2.0,0.0,66.0,794.074,1.5,1.0,6.0,1.0,1.0,7.0,1.0,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,West Midlands
4460,4.0,2.0,2.0,43.0,823.28,2.1,1.0,2.0,1.0,1.0,5.0,2.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South West
4461,2.0,2.0,0.0,58.0,248.19,1.5,2.0,3.0,1.0,3.0,7.0,2.0,3.0,2.0,Female,Part-time employee,White,Cohabitee,Owned outright,Higher education qualification below degree level,Yorkshire and the Humber
4462,3.0,1.0,2.0,43.0,415.02,1.6,2.0,3.0,1.0,7.0,1.0,5.0,4.0,1.0,Female,Part-time employee,White,Separated,LA (furnished unfurnished),O-Level or GCSE A-C,East Midlands
4463,1.0,1.0,0.0,80.0,306.472,1.0,2.0,6.0,1.0,5.0,7.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,North West and Merseyside
4464,2.0,2.0,0.0,32.0,1022.61,1.5,1.0,2.0,1.0,8.0,3.0,1.0,11.0,2.0,Male,Full-time employee,White,Civil Partner or Former Civil Partner,Priv. rented (unfurn),Degree or equivalent,Scotland
4465,1.0,1.0,0.0,49.0,726.53,1.0,2.0,2.0,1.0,4.0,5.0,1.0,7.0,2.0,Female,Full-time employee,White,Single,Owned with mortgage,Degree or equivalent,London
4466,2.0,2.0,0.0,34.0,662.43,1.5,1.0,2.0,1.0,3.0,5.0,1.0,6.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,Eastern
4467,3.0,2.0,1.0,35.0,584.03,1.8,1.0,2.0,1.0,1.0,5.0,5.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,Eastern
4468,2.0,2.0,0.0,43.0,664.7764,1.5,1.0,1.0,1.0,1.0,5.0,5.0,8.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,South East
4469,7.0,4.0,3.0,47.0,1334.12,3.4000000000000004,1.0,1.0,1.0,1.0,7.0,1.0,5.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,West Midlands
4470,1.0,1.0,0.0,68.0,309.482,1.0,1.0,6.0,1.0,7.0,1.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Separated,LA (furnished unfurnished),,South East
4471,3.0,3.0,0.0,28.0,697.052,2.0,2.0,2.0,3.0,4.0,7.0,1.0,7.0,2.0,Female,Full-time employee,Asian or Asian British,Single,Owned outright,Degree or equivalent,London
4472,2.0,2.0,0.0,57.0,529.5376,1.5,2.0,2.0,1.0,1.0,3.0,5.0,9.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),O-Level or GCSE A-C,South West
4473,4.0,4.0,0.0,56.0,1630.56,2.5,1.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Eastern
4474,2.0,2.0,0.0,67.0,1307.882,1.5,1.0,3.0,1.0,1.0,7.0,7.0,11.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Scotland
4475,2.0,2.0,0.0,66.0,666.03,1.5,1.0,6.0,1.0,1.0,7.0,1.0,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,West Midlands
4476,4.0,2.0,2.0,49.0,898.69,2.1,1.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,East Midlands
4477,1.0,1.0,0.0,60.0,327.71,1.0,2.0,3.0,1.0,6.0,5.0,7.0,11.0,2.0,Female,Part-time employee,White,Divorced,Owned with mortgage,"Other, including foreign qualification below degree level",Scotland
4478,4.0,2.0,2.0,39.0,656.09,2.1,2.0,3.0,1.0,7.0,1.0,4.0,8.0,1.0,Female,Part-time employee,White,Separated,LA (furnished unfurnished),ONC National level/BTEC,South East
4479,2.0,2.0,0.0,68.0,408.84,1.5,1.0,6.0,1.0,6.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,,West Midlands
4480,1.0,1.0,0.0,62.0,191.0,1.0,2.0,4.0,1.0,6.0,7.0,4.0,1.0,2.0,Female,Unemployed,White,Divorced,Owned outright,ONC National level/BTEC,North East
4481,1.0,1.0,0.0,61.0,125.752,1.0,1.0,7.0,1.0,4.0,7.0,6.0,8.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Owned outright,GCSE D-G,South East
4482,4.0,2.0,2.0,31.0,705.88,2.1,2.0,2.0,1.0,1.0,5.0,1.0,10.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Wales
4483,2.0,2.0,0.0,35.0,524.6388,1.5,1.0,2.0,1.0,3.0,3.0,6.0,2.0,2.0,Male,Full-time employee,White,Cohabitee,Priv. rented (unfurn),GCSE D-G,North West and Merseyside
4484,2.0,2.0,0.0,77.0,567.808,1.5,1.0,6.0,1.0,1.0,7.0,,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North West and Merseyside
4485,2.0,2.0,0.0,61.0,659.38,1.5,2.0,1.0,1.0,1.0,7.0,1.0,8.0,2.0,Female,Self-employed,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South East
4486,3.0,2.0,1.0,69.0,714.0323076923077,2.0,2.0,6.0,10.0,6.0,2.0,7.0,7.0,1.0,Female,Retired/unoccupied and of minimum NI Pension age,Other ethnic group,Divorced,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",London
4487,4.0,4.0,0.0,19.0,973.08,2.5,1.0,7.0,1.0,4.0,4.0,3.0,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (furnished),A-Levels/Highers,Scotland
4488,3.0,1.0,2.0,31.0,484.66,1.6,2.0,3.0,1.0,4.0,7.0,6.0,1.0,1.0,Female,Part-time employee,White,Single,Owned outright,GCSE D-G,North East
4489,2.0,2.0,0.0,67.0,534.904,1.5,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,North West and Merseyside
4490,2.0,2.0,0.0,38.0,768.666,1.5,1.0,2.0,1.0,1.0,5.0,6.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,GCSE D-G,Eastern
4491,2.0,1.0,1.0,54.0,380.98,1.3,2.0,3.0,1.0,6.0,5.0,6.0,3.0,1.0,Female,Part-time employee,White,Divorced,Owned with mortgage,GCSE D-G,Yorkshire and the Humber
4492,3.0,3.0,0.0,45.0,1009.66,2.0,2.0,2.0,1.0,1.0,5.0,1.0,9.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South West
4493,4.0,3.0,1.0,43.0,1055.37,2.5,1.0,2.0,1.0,1.0,5.0,2.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,Scotland
4494,2.0,2.0,0.0,68.0,481.054,1.5,1.0,6.0,1.0,1.0,7.0,4.0,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,South West
4495,5.0,2.0,3.0,38.0,905.5918,2.4,2.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,West Midlands
4496,1.0,1.0,0.0,77.0,280.772,1.0,1.0,6.0,1.0,5.0,1.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,Eastern
4497,2.0,2.0,0.0,80.0,713.81,1.5,1.0,6.0,1.0,1.0,7.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South West
4498,4.0,3.0,1.0,55.0,1100.8,2.3,2.0,1.0,1.0,1.0,7.0,3.0,5.0,2.0,Female,Self-employed,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,West Midlands
4499,3.0,3.0,0.0,62.0,581.81,2.0,1.0,2.0,1.0,1.0,5.0,5.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,South West
4500,2.0,2.0,0.0,23.0,322.04,1.5,2.0,2.0,1.0,3.0,3.0,5.0,5.0,2.0,Female,Full-time employee,White,Cohabitee,Priv. rented (unfurn),O-Level or GCSE A-C,West Midlands
4501,3.0,2.0,1.0,47.0,540.5,1.8,2.0,3.0,1.0,7.0,5.0,5.0,8.0,1.0,Female,Part-time employee,White,Separated,Owned with mortgage,O-Level or GCSE A-C,South East
4502,4.0,4.0,0.0,67.0,1630.56,2.5,1.0,1.0,1.0,6.0,7.0,1.0,7.0,2.0,Male,Self-employed,White,Divorced,Owned outright,Degree or equivalent,London
4503,4.0,2.0,2.0,42.0,1269.45,2.1,1.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,East Midlands
4504,2.0,2.0,0.0,54.0,266.04,1.5,1.0,7.0,1.0,1.0,1.0,,1.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,North East
4505,3.0,2.0,1.0,50.0,539.73,1.8,2.0,1.0,10.0,6.0,2.0,5.0,7.0,1.0,Female,Self-employed,Other ethnic group,Divorced,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,London
4506,5.0,4.0,1.0,47.0,424.54,2.8,1.0,2.0,1.0,3.0,2.0,6.0,6.0,2.0,Male,Full-time employee,White,Cohabitee,Hsng Assn (furnished unfrnish),GCSE D-G,Eastern
4507,4.0,2.0,2.0,43.0,1630.56,2.1,1.0,2.0,1.0,1.0,5.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
4508,4.0,4.0,0.0,56.0,1097.91,2.5,1.0,2.0,1.0,1.0,7.0,,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,,Eastern
4509,2.0,2.0,0.0,61.0,661.55,1.5,1.0,2.0,1.0,1.0,5.0,7.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",South East
4510,2.0,2.0,0.0,59.0,545.47,1.5,1.0,7.0,1.0,3.0,7.0,4.0,1.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Owned outright,ONC National level/BTEC,North East
4511,4.0,2.0,2.0,43.0,733.57,2.1,1.0,2.0,1.0,1.0,5.0,3.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,Scotland
4512,6.0,4.0,2.0,52.0,842.21,3.3,1.0,3.0,3.0,1.0,1.0,3.0,9.0,2.0,Male,Part-time employee,Asian or Asian British,Married and living with your husband/wife,LA (furnished unfurnished),A-Levels/Highers,South West
4513,3.0,3.0,0.0,49.0,1630.56,2.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,West Midlands
4514,3.0,3.0,0.0,53.0,874.78,2.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,Eastern
4515,2.0,2.0,0.0,65.0,290.094,1.5,1.0,6.0,1.0,1.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,West Midlands
4516,1.0,1.0,0.0,76.0,356.212,1.0,2.0,6.0,1.0,5.0,3.0,,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Priv. rented (unfurn),,East Midlands
4517,2.0,2.0,0.0,61.0,619.1536,1.5,1.0,2.0,1.0,1.0,7.0,3.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,South West
4518,2.0,2.0,0.0,57.0,289.41,1.5,2.0,7.0,1.0,1.0,2.0,7.0,2.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",North West and Merseyside
4519,1.0,1.0,0.0,22.0,443.28,1.0,1.0,2.0,1.0,4.0,4.0,3.0,7.0,2.0,Male,Full-time employee,White,Single,Priv. rented (furnished),A-Levels/Highers,London
4520,2.0,2.0,0.0,41.0,53.44,1.5,1.0,7.0,2.0,1.0,7.0,1.0,2.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,Mixed race,Married and living with your husband/wife,Owned outright,Degree or equivalent,North West and Merseyside
4521,1.0,1.0,0.0,33.0,81.34,1.0,2.0,7.0,2.0,4.0,1.0,8.0,2.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,Mixed race,Single,LA (furnished unfurnished),No formal qualifications,North West and Merseyside
4522,1.0,1.0,0.0,56.0,251.84,1.0,2.0,1.0,1.0,4.0,5.0,4.0,8.0,2.0,Female,Self-employed,White,Single,Owned with mortgage,ONC National level/BTEC,South East
4523,1.0,1.0,0.0,72.0,302.722,1.0,1.0,6.0,1.0,5.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,West Midlands
4524,3.0,2.0,1.0,39.0,358.19,1.8,1.0,2.0,1.0,1.0,3.0,6.0,12.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),GCSE D-G,Northern Ireland
4525,4.0,2.0,2.0,41.0,1630.56,2.1,1.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,London
4526,1.0,1.0,0.0,60.0,75.192,1.0,2.0,7.0,1.0,5.0,1.0,7.0,6.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Widowed,LA (furnished unfurnished),"Other, including foreign qualification below degree level",Eastern
4527,2.0,2.0,0.0,61.0,643.49,1.5,1.0,7.0,1.0,1.0,7.0,3.0,2.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,North West and Merseyside
4528,2.0,2.0,0.0,41.0,489.68,1.5,1.0,2.0,1.0,4.0,5.0,3.0,3.0,2.0,Male,Full-time employee,White,Single,Owned with mortgage,A-Levels/Highers,Yorkshire and the Humber
4529,1.0,1.0,0.0,77.0,214.202,1.0,2.0,6.0,1.0,5.0,7.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,West Midlands
4530,2.0,2.0,0.0,58.0,579.55,1.5,1.0,2.0,1.0,1.0,7.0,5.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,South West
4531,1.0,1.0,0.0,70.0,353.152,1.0,2.0,6.0,1.0,5.0,2.0,,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,South West
4532,1.0,1.0,0.0,59.0,490.48,1.0,1.0,3.0,1.0,4.0,7.0,2.0,8.0,2.0,Male,Part-time employee,White,Single,Owned outright,Higher education qualification below degree level,South East
4533,2.0,2.0,0.0,67.0,288.15,1.5,1.0,6.0,1.0,3.0,2.0,,10.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Cohabitee,Hsng Assn (furnished unfrnish),,Wales
4534,3.0,3.0,0.0,45.0,336.2064,2.0,1.0,2.0,1.0,1.0,3.0,7.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),"Other, including foreign qualification below degree level",South East
4535,1.0,1.0,0.0,80.0,234.352,1.0,2.0,6.0,1.0,5.0,7.0,,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Yorkshire and the Humber
4536,2.0,2.0,0.0,66.0,1202.4322,1.5,1.0,3.0,1.0,1.0,7.0,1.0,9.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South West
4537,5.0,2.0,3.0,29.0,397.39,2.4,2.0,3.0,1.0,3.0,1.0,6.0,5.0,2.0,Female,Part-time employee,White,Cohabitee,LA (furnished unfurnished),GCSE D-G,West Midlands
4538,2.0,2.0,0.0,71.0,206.034,1.5,1.0,6.0,1.0,1.0,7.0,,12.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Northern Ireland
4539,3.0,2.0,1.0,49.0,377.54,1.8,2.0,3.0,1.0,6.0,3.0,8.0,8.0,1.0,Female,Part-time employee,White,Divorced,Priv. rented (unfurn),No formal qualifications,South East
4540,1.0,1.0,0.0,80.0,308.85,1.0,2.0,6.0,1.0,5.0,2.0,,1.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,North East
4541,2.0,2.0,0.0,80.0,851.39,1.5,1.0,6.0,1.0,1.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,London
4542,1.0,1.0,0.0,51.0,445.17,1.0,2.0,2.0,1.0,4.0,5.0,5.0,8.0,2.0,Female,Full-time employee,White,Single,Owned with mortgage,O-Level or GCSE A-C,South East
4543,1.0,1.0,0.0,70.0,502.31,1.0,1.0,4.0,1.0,7.0,3.0,,6.0,2.0,Male,Unemployed,White,Separated,Priv. rented (unfurn),,Eastern
4544,1.0,1.0,0.0,80.0,303.332,1.0,1.0,6.0,1.0,5.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,South East
4545,2.0,2.0,0.0,74.0,1126.86,1.5,1.0,6.0,1.0,1.0,7.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South West
4546,3.0,1.0,2.0,37.0,430.04,1.6,2.0,3.0,1.0,4.0,3.0,5.0,6.0,1.0,Female,Part-time employee,White,Single,Priv. rented (unfurn),O-Level or GCSE A-C,Eastern
4547,3.0,2.0,1.0,29.0,446.46,1.8,1.0,2.0,1.0,1.0,3.0,3.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),A-Levels/Highers,South West
4548,4.0,4.0,0.0,57.0,1165.1,2.5,2.0,2.0,1.0,1.0,5.0,2.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South East
4549,2.0,2.0,0.0,42.0,850.9274,1.5,1.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,London
4550,1.0,1.0,0.0,46.0,124.62,1.0,1.0,3.0,1.0,4.0,7.0,5.0,10.0,2.0,Male,Part-time employee,White,Single,Owned outright,O-Level or GCSE A-C,Wales
4551,1.0,1.0,0.0,79.0,527.53,1.0,2.0,1.0,1.0,5.0,8.0,,11.0,2.0,Female,Self-employed,White,Widowed,Rent free,,Scotland
4552,1.0,1.0,0.0,60.0,623.5,1.0,1.0,2.0,1.0,6.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Divorced,Owned with mortgage,Degree or equivalent,South East
4553,3.0,2.0,1.0,38.0,588.51,1.8,1.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Eastern
4554,3.0,3.0,0.0,53.0,766.1,2.0,2.0,2.0,1.0,1.0,3.0,6.0,5.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),GCSE D-G,West Midlands
4555,4.0,2.0,2.0,37.0,210.8,2.3,2.0,3.0,10.0,4.0,1.0,7.0,7.0,1.0,Female,Part-time employee,Other ethnic group,Single,LA (furnished unfurnished),"Other, including foreign qualification below degree level",London
4556,2.0,2.0,0.0,57.0,393.25,1.5,1.0,1.0,1.0,3.0,5.0,7.0,6.0,2.0,Male,Self-employed,White,Cohabitee,Owned with mortgage,"Other, including foreign qualification below degree level",Eastern
4557,4.0,2.0,2.0,30.0,391.5,2.1,2.0,7.0,1.0,3.0,2.0,,10.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Hsng Assn (furnished unfrnish),,Wales
4558,4.0,2.0,2.0,38.0,1089.51,2.1,1.0,2.0,3.0,3.0,5.0,1.0,7.0,2.0,Male,Full-time employee,Asian or Asian British,Cohabitee,Owned with mortgage,Degree or equivalent,London
4559,1.0,1.0,0.0,61.0,279.25,1.0,1.0,7.0,1.0,4.0,7.0,8.0,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Owned outright,No formal qualifications,Scotland
4560,1.0,1.0,0.0,66.0,185.41,1.0,1.0,6.0,1.0,5.0,2.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,Yorkshire and the Humber
4561,3.0,3.0,0.0,52.0,928.38,2.0,1.0,2.0,1.0,1.0,5.0,2.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South West
4562,4.0,2.0,2.0,42.0,400.09,2.1,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,Male,Self-employed,Asian or Asian British,Married and living with your husband/wife,LA (furnished unfurnished),Degree or equivalent,West Midlands
4563,1.0,1.0,0.0,80.0,190.362,1.0,2.0,6.0,1.0,5.0,1.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,South East
4564,2.0,2.0,0.0,80.0,165.56,1.5,1.0,6.0,1.0,1.0,1.0,,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,North West and Merseyside
4565,2.0,2.0,0.0,71.0,414.414,1.5,1.0,6.0,1.0,1.0,1.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,Eastern
4566,2.0,2.0,0.0,37.0,811.1888,1.5,2.0,2.0,1.0,3.0,7.0,7.0,5.0,2.0,Female,Full-time employee,White,Cohabitee,Owned outright,"Other, including foreign qualification below degree level",West Midlands
4567,4.0,3.0,1.0,53.0,1117.46,2.5,1.0,2.0,1.0,1.0,7.0,7.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Eastern
4568,3.0,2.0,1.0,30.0,190.2,1.8,2.0,7.0,1.0,3.0,3.0,6.0,11.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Priv. rented (unfurn),GCSE D-G,Scotland
4569,4.0,4.0,0.0,62.0,914.352,2.5,1.0,7.0,1.0,1.0,7.0,1.0,4.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,East Midlands
4570,2.0,2.0,0.0,52.0,669.27,1.5,1.0,2.0,1.0,1.0,7.0,5.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,South West
4571,2.0,2.0,0.0,40.0,595.88,1.5,1.0,2.0,1.0,8.0,2.0,2.0,11.0,2.0,Male,Full-time employee,White,Civil Partner or Former Civil Partner,Hsng Assn (furnished unfrnish),Higher education qualification below degree level,Scotland
4572,2.0,2.0,0.0,72.0,471.882,1.5,1.0,6.0,1.0,1.0,2.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,Eastern
4573,3.0,2.0,1.0,44.0,354.96,1.8,1.0,3.0,1.0,3.0,7.0,1.0,7.0,2.0,Male,Part-time employee,White,Cohabitee,Owned outright,Degree or equivalent,London
4574,2.0,2.0,0.0,54.0,682.81,1.5,1.0,2.0,1.0,1.0,7.0,1.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,West Midlands
4575,3.0,3.0,0.0,30.0,105.0,2.0,2.0,7.0,4.0,4.0,8.0,1.0,5.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,Black or Black British,Single,Rent free,Degree or equivalent,West Midlands
4576,2.0,2.0,0.0,69.0,481.144,1.5,1.0,6.0,1.0,1.0,7.0,5.0,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,North West and Merseyside
4577,2.0,2.0,0.0,70.0,1162.495,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
4578,1.0,1.0,0.0,51.0,359.4182,1.0,2.0,2.0,1.0,6.0,5.0,3.0,3.0,2.0,Female,Full-time employee,White,Divorced,Owned with mortgage,A-Levels/Highers,Yorkshire and the Humber
4579,3.0,3.0,0.0,53.0,574.19,2.0,1.0,2.0,1.0,1.0,5.0,,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,,Eastern
4580,3.0,2.0,1.0,56.0,1630.56,1.8,2.0,3.0,1.0,8.0,7.0,1.0,11.0,2.0,Female,Part-time employee,White,Civil Partner or Former Civil Partner,Owned outright,Degree or equivalent,Scotland
4581,5.0,2.0,3.0,52.0,893.29,2.4,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,North West and Merseyside
4582,4.0,2.0,2.0,36.0,937.88,2.1,1.0,2.0,1.0,1.0,5.0,1.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Scotland
4583,2.0,2.0,0.0,75.0,483.264,1.5,2.0,3.0,3.0,1.0,7.0,,9.0,2.0,Female,Part-time employee,Asian or Asian British,Married and living with your husband/wife,Owned outright,,South West
4584,2.0,2.0,0.0,77.0,630.714,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
